"","hsa-mir-592","hsa-mir-940","hsa-mir-3651","hsa-mir-206","hsa-mir-4326","hsa-mir-3648","hsa-mir-1976","hsa-mir-3687","hsa-mir-375","hsa-mir-217","hsa-mir-496","hsa-mir-3662","hsa-mir-1254","hsa-mir-944","hsa-mir-137","hsa-mir-378c","hsa-mir-1262","hsa-mir-760","hsa-mir-421","hsa-mir-639","hsa-mir-3917","hsa-mir-3193","hsa-mir-1305","hsa-mir-3170","hsa-mir-3615","hsa-mir-1293","hsa-mir-3610","hsa-mir-133b","y_train"
"105",0.793943749486,1.83518913261,0.632596800979,3.51799863367,2.16521593205,0.450909858589,3.71226934888,0.243,5.95613310165,6.31973530515,0.939035285228,0.4509,0.450909858589,6.52329541159,0.243,3.09101084639,1.19165818464,0.64369926415914,1.90751038189,0.793940888948,1.75906865686,0.243,0.243,0.61016638515273,3.02754689152,1.87376544182224,1.67870426223,3.0275036326,0
"124",1.69151716398,2.55217667948,0.83398242279433,3.33948567889,3.2501107322,2.39424675451,2.82405525471,0.685409124647,9.07848752737,1.00975311456,1.00976040202,1.86208044141,0.856688784968,7.77022585328,0.2663,2.08526630267,0.2663,0.6854,1.14815972922,0.491020471286,2.39423606043,0.856680681786,1.00975311456,0.2663,2.78217909981,3.94421686602,1.27442572599,1.27442829397,0
"54",4.28253294373,2.62103580168,0.894223674361,3.29299004543,2.83147060148,0.619841819962,4.57009294136,0.717252439544,7.13476860203,1.74908190927,0.1471,0.717187478431,0.402748379344,7.11816868358,0.1471,4.17515200319,0.1471,0.619800199459,1.60380576394,0.894344590568,2.91595919577,2.04007574066,2.31366530921,0.1471,4.05921998754,0.515392164368,1.70231509121,0.402767242081,0
"82",0.7228,2.08809141942,2.68243643803,10.1979929189,5.04807872236,0.900897167893,4.8344773504,1.20212587402,5.6246949259,4.90921362479,2.01254308535,1.20210199261,1.33207595253,7.12207337694,1.05935209751,2.15974725127,0.519656024085,0.722833292225,2.35582557967,0.2831,1.8486103038,0.5196,0.2831,1.20204701686,4.01562778158,0.722784627843,1.05937846274,5.26687150139,0
"172",2.23946804413,1.43379259156,0.278208352152,13.0446433637,0.802773282153,0.1458,2.73043750352,0.278208352152,9.81221227212,5.34206084968,1.69300081202,0.1458,0.399479468703,6.19817571264,0.88165203301502,4.92376466176,0.1458,1.18663693665,1.25244591722,0.51132820733,0.71199156966,0.615206040093,0.711751886779709,0.2782,1.91267321039,0.802719922825,0.802725729166,9.16382520085,1
"186",2.97307470521,1.18571566121,1.28336179854,4.21161073076,5.77770422582,0.399087957606,2.68205690599,0.399087957606,4.37566679844,5.44447592489,1.46090312626,0.711399796303,1.18568773389,3.13885001519,1.18576439979,1.28343996968,0.711370696486,0.563657018968,1.82762508058,0.43234349483114,0.711360997873,0.63941494996555,1.18570882684,1.18574729609,2.44934697849,0.563657018968,0.72290862861991,0.3991,0
"148",0.896245554614,1.65676239334,1.4448837739,12.9014033733,2.8990839539,1.75201390972,3.19881558806,1.19644140655,4.25447946029,4.15339011777,1.44489751302,1.3261,1.92563294914,8.50873167428,0.2813,2.62471739248,1.32614984001,0.83245833005222,1.9256462072,0.896278006132,0.2813,0.516599124513,1.32610860872,0.8963,2.94012922619,2.00517422684,1.19650437724,6.1449251807,0
"144",1.23982362603,0.319181930584,0.993062675937,1.5757,2.03721882331035,0.1684,2.965087027,0.1684,7.43830217775,2.48035818558,0.801334309566,1.6344,0.580304184328,6.03606275968,0.455611017885,3.0751,0.580314289848,0.3191,1.31357662958,0.580382651847,1.16214680521,0.319181930584,0.1684,0.60696355963484,3.25427521923,1.51451607988,1.08007831682,1.38367359215,0
"58",3.02636160034,0.713815514241,0.565701176218,3.74144726596,3.20392870701,1.97586724045,2.73425037598,0.804769425131,10.5066786957,2.07054209864,0.76002194069,2.83475677572,0.931215382832,8.42483539395,0.279,1.87466165911,1.1199734082,0.279107701164,1.81028312415,0.075,0.890218891873,0.970970021453,0.075,0.3411,2.5228723102,2.52291452479,0.341113452326,0.279080776525,0
"5",0.4847,2.3763993388,2.6758013061,7.72255420467,2.84567902711,4.97931245947,4.16742828489,5.66983247634,11.3204519351,1.26148475556,1.3769194607,0.9987,1.13610419963,8.02079466742,0.2626,2.37640985349,1.58324389295,0.84442129860627,1.48375637405,0.2626,1.48376850082,0.2626,1.48374802287,0.2626,3.58250336787,5.07638329436,2.26098932912,1.84608476688,0
"83",3.51843107116,1.31856296053,2.31740049396,3.03947141853,4.48646987444,1.69653939815,1.6965528808,0.3208,6.2232116818,2.24344747238,1.16681344197,2.99505040213,1.69655617342,10.469559214,1.44327770829405,2.0831,0.583081852223,0.583081852223,1.99574911138,0.3208,0.804936494825,0.3208,0.3208,2.08318895414,2.1654872362,1.8033500539,0.804936494825,1.75282996635667,1
"165",1.24198018386,1.06500920025,0.863243560908,4.36869594926,2.69175279982,0.3483,3.57545418528,0.3483,16.554095578,5.60827489998,1.89928989145,0.6286,0.3483,4.46096395365,0.628651611637,3.43686558394,0.3483,0.71745281750043,0.863243560908,0.3483,1.27694150910265,0.58285177651875,0.71751402091791,0.3483,2.00123184228,1.72751273242961,0.628651611637,1.7896190029,0
"18",0.6007,3.39973543968,1.19602687477,10.9486545507,2.68315852244,2.2063573168,2.49775221478,2.03517165384,5.65299401034,2.28485793434,1.61627491874,0.6007,2.20634769813,9.44475629649,1.48927984134,3.3273,1.7329196049,1.73295885126,2.79471920864,0.3314,1.19608381478,0.3314,0.3314,2.03509006969,4.86516317587,0.3314,0.3314,5.34009265279,1
"52",4.17845225958,1.63888277839,1.9571567294,2.62980507499,3.21178859517,1.95714097151,4.4434923261,0.65675706498,10.8340101251,4.66736653283,1.63888277839,1.1065,1.22984013985,7.35239565306,1.01416632617857,2.58437238509,0.65675706498,0.2536,2.02690513916,0.2536,1.22984013985,1.34348468844,1.10960493067867,0.822738350844,3.75417661222,2.27619075782,1.10639502842,0.656831189174,0
"53",1.63203252211,2.64358189893,1.7493,3.3485,2.81478834352,1.281838264745,3.38516723839,0.79678209068367,11.0512830468,3.70845598961,0.608671171628,1.50440281178,1.03543992871,6.60853620913,3.67922031747,2.2247585867,0.6087,0.70659839734159,0.6087,0.60811645880902,1.36434418693,0.6087,0.3362,0.79838204219077,4.23622538334,1.85775315407,0.3362,0.608671171628,0
"138",1.7481338924,1.27232337095,0.958793547506,14.6987959951,3.87610857776,0.3056,3.70398001335,0.79817267113841,5.75711319388,6.34781670687,2.32499233836,3.4473669094,1.52975606671,9.25687179827,0.5576,4.56363741398,0.958827949918,0.958793547506,1.40677953052,0.46595254417209,1.93774134592,0.55764543165,0.772097865876,0.5576,2.73597148883,2.02396238941,1.12410489757,8.80758086741,0
"142",1.34225039119,1.48095228229,1.48096303382,1.6075,3.4625795421657,0.3287,3.07409198169,0.3287,6.52524257871,4.35399494356,1.83154143432,3.52264459183,0.596231414117,7.2134366344,1.017,2.34893185126,0.8945632459227,0.58874368684955,1.01692177332,0.596231414117,1.60745509081,0.64431145156516,1.72388364056,0.81960449210342,2.34899810632,3.81266130597,1.18865791804,2.19500715557864,0
"143",1.34669186382,0.753478145381,0.425359940912,1.4409,2.87668042772,1.05647480390886,3.62262755772,0.2283,10.1386360159,3.233034112,0.2283,1.61245215998,1.44077678535,8.33254001921,0.8933,1.76581308057,1.34665693667,0.598744932313,2.30569919331,0.58606876432307,0.753478145381,0.753527612696,0.89631452401115,0.2283,2.14724271764,3.28468793341,0.2283,1.65237019052744,0
"134",0.927335978918,1.32360274621,0.927412047737,11.6964586605,3.08989777587,1.63428800198,3.280473114,0.927412047737,7.35414733756,4.00260596033,1.32360159567,0.9273,0.9410309415694,7.83246032382,1.13268090433212,3.56327402008,0.927335978918,0.80293942173589,1.76747022161,0.3792,1.13906438122,0.679190350591,0.679190350591,0.6791,3.97532602045,2.29497669524,0.679190350591,6.46220279062,0
"30",2.03183136148,2.80437651215,0.82561819545,9.36380833448,1.81150409129,0.65925132468,4.25928588186,0.974809693786,8.46110277336,2.39172283911,0.2547,1.11,0.82561819545,9.01484448501,0.84391137502037,3.4897453989,0.825656375165,0.85285202164333,2.88205410467,0.2547,0.471109657638,1.55127022607,0.78949009717523,0.65121364667063,2.80439670264,2.39170194283,0.659242847831,5.40325600142,1
"176",1.78318831556,1.94447536553,0.492560499067,13.1649064053,0.859142788388,0.89858086256398,3.12647011089,0.859109179685,11.5295458893,3.63178665343,2.45339521753,0.859142788388,0.687427634925,6.79296417263,0.2672,5.93629624137,1.6016282221,0.687427634925,1.50154724563,0.50959404205423,1.01251596957,1.01251596957,0.65205042843361,0.2672,3.19218606251,2.34190706201,0.78112025284471,9.2719148585,0
"100",2.48104183637,1.71876246602,2.24454919761,8.80143311101,2.68417297549,1.2912762886,2.86225220263,1.36070742655,5.12978975844,3.72041910099,1.60903584869,1.2183,0.568021270871,8.25401905997,1.66495411026,3.50741924842,1.60897745952,0.568031947777,3.02072646761,0.56220029867179,0.680874397315,0.445585446231,0.1643,1.55079348689,2.38442075805,0.311787247972,0.445585446231,5.53445778928,1
"90",0.326559788286,2.44539809255,1.09986861517,9.27007435496,1.18291850876,1.18279870538,3.6940005421,1.18279870538,10.9274646064,3.28775569896,2.41125603568,0.1725,0.1725,6.32693594793,0.326559788286,3.98773518049,0.817384193757,1.01168342409,1.82409215664,0.326559788286,1.65967574464,0.1725,0.465743884256,0.3266,2.87819967931,2.01751554713,1.40680635045,6.13161727774,1
"156",1.35769615132,2.06045014607289,3.2226161176,12.5201295201,3.44591886591,0.6049,3.96216921879,0.6049,9.16883746504,3.51328520079,0.6049,2.50798225862,2.04452563004,7.19315370372,1.35580944097104,2.85814873329,1.35761955891,1.35769615132,1.02980386863,0.57620104152714,0.6049,0.72690042712722,1.0299,0.6049,2.7506275653,4.099979059,1.02980386863,7.62491228501,0
"98",2.23306755528,2.10097378943,1.15947263142,3.1731,3.17307537149,1.70574805569,3.49587456539,2.35410186558,8.17945896648,1.95560713599,1.6117490241,0.865923996447,0.497005636979,5.93180696715,0.82589206018063,2.84171904323,0.69325011769,0.497005636979,2.16855003205,0.2698,1.51134801562,0.2698,0.2698,1.02014081924,2.71193749695,2.034210181867,0.497005636979,2.57371957510247,0
"212",0.6281,1.75021036743,0.241,10.0097607887,2.32212949961,0.788473727635,3.11063222856,0.628012641331,8.92045835866,1.58513482578,2.3736399319,0.93518124640367,0.628012641331,6.63753220577,0.788517198211,2.56311046265,0.447444937802,0.447444937802,1.58506102983,0.241,0.932900064758,0.65246073058248,1.75014889851,0.6281,3.72068610611,1.82607535335,0.788473727635,4.47744167281,1
"196",1.42934817401,1.93437041641,1.42934817401,3.55142477384,3.7845861082566,0.884826993168,3.19915762483,0.645574502902,13.5512838156,5.37001555263,1.70380822654,2.90511284898,0.3586,6.65279617455,1.0901,2.03708326479,0.3586,0.3586,1.4294,0.54699359043146,1.70375459684,0.60569696442631,1.0901,0.3586,3.61924727269,2.73209306935,0.645574502902,0.645574502902,0
"107",1.13636065039,1.1363406844,0.58244528909838,11.3541643528,1.99838250161,1.13637475074,3.60683539326,0.847104985357,8.07355221191,1.99835170023,1.26178489262,1.13632103837,0.677319382955,8.09795174561,0.847,2.0687,0.847063355455,0.51570542269114,1.37719029553,0.484853512561,1.76404748263,0.484853512561,0.6773,0.2627,2.53425750225,2.63045150079,0.484853512561,6.08527634644,0
"24",2.10612538977,2.8195335241,2.279790093,7.22356992595,4.30229543036,3.12305890021,3.0287692726,1.07160999548,9.29115158147,2.81958606547,0.93009697783514,1.67960973084,1.67967843595,6.75314082673,0.868949977877,2.76218094422,0.9246027950645,1.40744880116,1.679660704,0.351,1.40744601365,0.69357954075331,0.868954026622,0.351,3.12304399683,3.41146389947,0.656858311324,2.10607744695,0
"44",1.47588310805,2.01935210771,1.4758679563,6.04223983527,2.4132862999,1.48982363820971,3.57826310018,0.3271,9.50358065517,2.77691973735,0.818438860419,1.60222335842,0.593572070812,7.11582080592,1.33743719441,1.92589313069,0.593572070812,0.60615299514151,0.818438860419,0.3271,1.01291604904,1.01293693355,2.41328739361,0.593572070812,3.85692216485,3.06707148342,0.593572070812,1.92583612866,0
"211",2.31557656858,1.84847870237,1.50388920982,2.95089192318,2.35930012858,0.544997633411,1.96608803159,1.05037683727,6.70007567216,4.93938911779,2.52180725403,1.50391884826,0.939651434743,8.10748177286,0.545026173216,2.83187780233,1.05036300548,1.33917287,2.89265056792,1.4238979663,2.02156327497,0.688898995375,0.688875306378,0.2054,3.92879972804,0.81971622985,0.544997633411,0.545026173216,0
"91",1.9123746817,3.09404636185,0.81050716767,4.09449264239,2.65010804793,0.81050716767,4.32899371977,2.1757807366,8.33948246314,2.25380449893,0.5875,1.32642036256,1.00367695091,8.52611171699,0.3234,5.31104687083,2.39839264082,1.81269085198,2.00555114937,1.00374076547,1.91238223593,0.3234,0.86624776546884,1.3264,2.52972155306,2.96068345338,2.0931234481,1.70559247943,1
"118",0.1748,0.59946260475,0.85822697297705,14.8493285736,0.599386851736,3.78126855069,2.07706975052,0.9271954485,11.4275751257,4.54093214842,3.24785306254,0.54349901147091,0.54367406038397,5.2117185759,1.0753735747781,8.13289900207,1.02164914892,0.59946260475,1.6732080055,0.471285459753,0.9271954485,0.717187444461,0.1748,0.1748,2.24327376627,1.01992507681687,0.717244996801,11.6951747119,1
"1",3.00181318013,4.02634257428,2.33233416699,8.90695690678,3.6508536381855,4.41907332889,4.20311047164,4.48896761751,9.58991051471,2.33228926618,1.64352203407,2.44914293458,1.04413277144,9.4808987395,1.31444280837,2.60838220648,1.99057244576,1.31440296799,2.55721264907,0.711306644444,1.54194049456,0.9007467011193,1.82743842518,1.0442,3.14725838739,2.44913926044,1.18557335059,4.60686801647,0
"4",0.823145272682,2.48947539542,0.4695,1.72590162429,3.24213517113,1.72592054401,4.10055569145,1.34402465345,8.46173756072,2.98609370927,0.73374117066273,0.8232,0.4695,7.61481061548,1.107,3.96502210544,0.4695,0.85194395063743,2.67466971896,0.69132376008694,1.60211681818322,1.107,1.107,0.91206392590816,2.91437582542,3.64837264606,0.823145272682,0.4695,0
"28",0.8176,2.26673683424,0.8176,2.1477,3.44787114979,0.466,3.68015310391,1.10018602958,8.00025004693,1.87523083698,1.33629509134,1.10013400315,0.8176,9.25496377968,1.71694963295,2.97496571882,1.10018602958,1.10773675616705,3.04330978278,0.466,2.14774435636,0.466,1.87527860373,0.78275422036267,1.87529847241,4.27048694235,0.466,0.466,0
"51",1.22119308508,1.79599969051,2.14523962138,7.43730587092,3.82006302239,1.62862577892,3.25683071142,1.22118217376,9.0955392676,3.58880987054,0.964230598599,2.703921348,0.2512,7.51584973051,0.4651,2.20594411789,1.33434675789,0.465079441654,1.09840476752,1.43924535526,1.22118986198,0.2512,0.651324725278,0.6513,1.71471174087,3.0404826726,1.22119434626,2.26421594844,1
"99",2.32252082303,2.10837513062,2.1084163181,8.74516263043,3.12567089393,2.73512873628,2.1978940366,1.07309913691,10.2243234127,3.6385468799,1.33222847129,1.25097423312,0.757000730723,7.62783779396,0.975294546898,2.54356268669,1.07309585543,0.1865,2.40001673401,0.351627334433,0.634104448574,0.1865,0.1865,1.48233865498,2.57729358677,1.91074397556,0.870244907233,3.62252567828,0
"114",2.37329582254,3.0299691906,0.4836,11.4090954951,3.71650235691,0.675743448148,2.95787719551,0.4836,7.83401758667,4.11497562515,0.4836,2.71699704755,2.1966268233,10.0211614134,0.262,2.57955352295,1.84340058194,2.13259280515,3.42714965368,0.4836,2.13262667222,0.262,1.4813,1.37458905026,4.09827099808,4.62609342121,1.25941073597,6.32637062842,0
"79",0.67437099988,1.13206554899,0.67437099988,2.75707192723,3.19272570724,1.37245479533,3.66886232758,0.674391884739,9.58809453069,4.90682614463,2.25514344138,1.99251934565,0.48262385393,8.20141810864,0.4826,2.0628,0.843634369604,0.674391884739,1.91866034781,0.2614,0.674391884739,0.2614,1.25726216797,0.6743,2.75699160723,2.99131878422,0.77951202027252,0.48262385393,0
"14",1.46838776641,1.19234338323,2.89262953514,3.01242739366,3.4330004922,0.850493266144,2.6557419398,1.76953624709,7.68092196457,1.83611873363,0.401900115723,1.89968080115,1.19229651439,8.80822714833,4.00917320925,1.54989763915,1.29035188559,0.65211264749294,2.2797434261,0.49600282146337,1.08714958775,0.2149,3.04084302412,0.402,2.1810008611,3.25016624921,0.850566457729,0.2149,1
"2",1.79242636348955,3.00370894358,1.5877786678,6.18744987651,2.81101211575,1.41769228533,3.1737213069,1.73995600131,10.8513214567,1.41767492316,1.22486950613,2.811,1.00212421952,8.69893290792,2.11875765323,3.22623479977,0.4161,0.4161,2.5059993252,0.4161,0.4161,1.41769585095,1.00212421952,0.84455388437796,3.91088993823,3.87842694967,1.00212421952,1.73994147837,0
"224",1.89103210009,2.61999684027,1.66321772833,4.10893354969,3.88914303975,0.3459,3.23237519363,1.09824528860971,12.2049152275,4.33874932522,1.39260234018,1.65392489084134,0.858244256756,7.53098824858,1.23112065387288,2.41537576967,0.85816157677,0.858244256756,1.78169275392,1.235490614,0.624697209174,0.3459,0.89720457108049,1.9928,3.49755678198,2.1769111562,0.98419265496784,1.89110210059,0
"22",2.90074662812,2.16873354234,1.15290532318,3.72654727862,1.71038187856,1.15284117991,1.54738539538,0.90614148168,6.65315956341,1.98977643676,0.764813715529,0.2324,0.2324,8.24026454755,0.4326,2.75894743591,0.608206438315,0.906149508703,2.05195914599,1.26206603564,0.764813715529,0.2324,0.90352683658876,0.2324,2.47125710702,1.26212550207,0.432505466918,0.2324,0
"93",0.4291,2.15816409832,1.02798925101,8.87534983316,1.0279,0.4291,3.63570110146,1.02790601651,14.2353387771,3.41929736713,1.77583898393,0.4291,0.86322538351714,6.06945061316,1.00305757542503,3.55295969936,2.15820159863,1.44987790615,1.775888547,0.759400267296,2.26605553149,1.25426502697,0.87361538642072,0.74009626205377,3.21915450453,2.04173640476,0.759400267296,4.59730219523,0
"173",0.923722710458,2.19784177543,0.923709882928,11.4951746311,1.88396647873,0.676248803103,3.317559243,0.9200079596149,14.915283047,5.75680256186,2.15004247389,0.6763,0.201,6.56351002226,0.87724557459797,4.88525642589,0.3774,0.377389986992,1.13487982691,0.676248803103,1.55747800507,0.534553270162,0.63956371333847,1.13481999678,2.24408150704,0.201,1.13486282292,8.21360106044,1
"55",2.09990827595,1.06742353948,1.35907299655,3.28767841465,2.50987472865,0.701426074163,4.08450626824,0.2098,13.6250966673,4.71149747682,0.701426074163,1.67416904709,1.17132833138,6.15855091924,2.69563101892,3.77378864042,0.555407364929,0.392928103638,1.26824472993,1.06741109581,0.834014752169,1.26826961245,1.26826521027,0.76867004879589,3.24067008763,2.86011972502,1.35909889885,0.955412489363,1
"168",1.52669439811,2.02801640239,0.752056028386,3.789336208,2.29519793970912,0.597548798519,2.80441312866,1.01883850794,3.5988348329,2.39934151835,1.4384406521,0.2278,1.43844963564,7.40477441332,0.9770293109355,2.57518674231,0.424487501855,1.34441247433,1.83404232561,0.597548798519,2.08733701746,0.63269270077641,0.2278,0.2278,2.35175250391,1.01880206748,0.424487501855,1.96078385993379,0
"95",1.06769865258607,2.09011037163,0.723923472061,10.5638382615,0.4069,2.47540918043,3.19296775908,1.39452947196,11.5923779764,4.4496132934,3.47244127472,0.4069,0.83589553245116,6.73101800007,2.77912698936,2.63522055799,1.20365683448,0.7238,2.4753577854,0.983678841515,1.85061122763,1.56306260458,0.4069,1.2036,2.84603294194,1.97532507443,1.85055468294,5.3486281903,0
"193",0.9667,1.37333278535,1.9497,4.43815676756,4.07948858729,1.82581734805,3.7787481354,0.710413830961,10.0589198555,3.11017054054,0.710413830961,3.0560400274,1.18429009798,7.60767715229,0.3985,1.6901,1.18430005657,0.3985,0.966733233044,0.51479351083946,1.54043413508,0.3985,1.00746986332586,0.83741444179789,3.71023308581,4.52041918795,0.81859625501853,1.18430005657,0
"8",0.928512658205,2.46377624963,0.537772974428,11.207671999,2.87251380726,1.60064282932,3.6196463474,1.60060789846,7.61058616186,2.2747783521,1.48887433707,1.48882974232,1.48889350626,7.51941886232,1.97668020426,3.94986299767,1.36789927777,0.746331078319,2.6825699505,1.23579812954,2.05720217323,1.48884717808,2.52175789113,0.2938,3.26031676682,2.2748223034,1.7042739953,6.37468748371,1
"205",1.04706113874,1.99473640174,1.3177812023,4.67372529457,3.76363957848,2.20961898221,3.46239334526,1.04706956275,8.28308469613,1.99478666665,0.889894064214,3.04443480752,1.43620454559,8.72818901203,3.78612817276,1.4362,1.31778818501,0.71352723814,2.56184951166,0.54674278493218,0.71352723814,0.74249215517278,1.83148488025,1.047,2.66250599839,2.14150869621,0.512519108046,0.7135,1
"170",0.382,1.49517438873,2.3048498041,2.39079950812,0.933204317225,2.30481909189,3.57457779005,2.21351651823,7.84669807245,1.14582779876,0.382,2.21351868915,0.933204317225,7.63637815675,0.382,5.13985157019,1.33098038932,1.4951962087,1.89859107118,0.933150681235,3.61085343476,0.98214404176705,0.683736241807,0.81002906792604,3.49927358968,4.80642941071,2.62148945993,2.85671578202519,0
"160",3.3289046231,1.73414700804,0.3317,7.43181150101,1.84209352468,4.25522848301,4.11161740687,1.35104745797,5.78889980291,1.49034475112,0.3317,1.7341,1.02430676871,6.39651044006,0.3317,3.3655180207,0.828289088318,1.35115160769,2.20770116102,0.601212430382,1.49039161069,1.02438160567,2.20767959683,0.94206429670142,2.84888048194,4.42109360488,1.49029704333,3.56780284132,1
"73",1.53842963842,0.817193045246,1.87442536262,4.50555939447,2.43815666486903,2.90218118219,3.91602784867,1.53831012569,6.80795811216,1.33557792619,0.2515,1.33561780457,1.09948815129,6.63904650149,3.16995981143,3.36926947108,1.33556975183,0.817031164788,1.2223239266,0.817112107288,1.53836632512,0.87479792813205,1.94751046277,0.63533286660195,2.47805028211,2.70569962165,0.46559673205,0.2515,0
"133",2.23777994633,3.65112695746,1.40694977532,13.1416747804,2.92742885308,4.40839754775,3.94991094641,2.35886666663,10.2899048164,5.56236384428,1.16282653216,0.868591637165,0.4987,8.36697106728,2.10559090426,3.07612863193,1.16273815573,0.4987,1.96006687539,0.66749013032581,1.40702438986,0.4987,1.16282653216,0.96484032677622,2.47061299157,3.14509046292,1.61574538809,8.5640156596,0
"184",1.73569679361,1.94424904291,1.6189126099,12.3259431021,3.48899979218,0.84505669902494,2.77103984888,0.473387640913,6.17149944733,5.5454543416,1.8948089192,1.73568819488,0.1756,9.34119484248,0.720154540844,2.46764855105,0.719989571331,0.601920962598,1.5567575171,0.43002934753442,0.719989571331,0.601920962598,0.720045306043,0.6021,1.49185158924,1.49180448862,0.332127074163,7.36664781856,0
"84",3.07467335302,2.27057594686,0.1538,3.82398466107,1.84294631644,1.36458004529,3.9020889285,0.536060130969,8.35222514116,2.36812039083,0.714221919140759,1.16185782324,1.00897925536,8.62764603275,1.30013009533,4.50538603481,1.88757866965,0.419551168815,2.05313985584,1.08745101359,2.9330882867,0.536060130969,0.536012932048,1.009,2.93309310706,1.48548934234,1.97269693544,1.59697798762,0
"192",0.492693260022,0.687618347969,0.492681810891,14.9842364817,1.3941671305,0.2673,3.31557014929,0.687564873013,10.1631942975,4.97873636632,2.12380193784,0.2673,0.1398,6.16655389125,0.38438765838,7.30960572627,1.33715246597,0.38438765838,1.50172980233,0.1398,0.492632048962,0.687564873013,0.492693260022,0.1398,2.39901240249,0.492681810891,0.384334017292,10.1752150736,1
